Diameter_cm,Longitude,Latitude,Height_m,Volume_cum,SubPlot,x2,x3,DBHClass,Diameter_in,Height_ft,Volume_cuft,CC
82,4862,2918,52.3,9.114,C4,15,0,8,32.28346457,171.587932,321.8578724,D
42,4862,4007,25.3,1.343,A4,105,0,4,16.53543307,83.005252,47.42759739,D
27,4864,2264,15.5,0.404,C4,67,0,3,10.62992126,50.85302,14.26712535,S
36,4865,3228,25.6,1.25,B4,66,0,4,14.17322835,83.989504,44.14333339,D
30,4868,4261,16.3,0.51,A4,71,0,3,11.81102362,53.477692,18.01048002,S
35,4870,3162,20.7,0.993,B4,108,0,4,13.77952756,67.913388,35.06746404,D
29,4870,4104,17.1,0.415,A4,106,0,3,11.41732283,56.102364,14.65558669,S
55,4871,4135,25.3,2.166,A4,104,0,6,21.65354331,83.005252,76.4915681,D
30,4872,3051,18.9,0.521,B4,107,0,3,11.81102362,62.007876,18.39894136,S
40,4873,2430,18.9,0.878,C4,55,0,4,15.7480315,62.007876,31.00627737,S
45,4879,1037,24.7,1.63,D4,103,0,5,17.71653543,81.036748,57.56290674,D
26,4880,1409,24.1,0.497,D4,57,0,3,10.23622047,79.068244,17.55138936,D
27,4883,1697,16.8,0.392,D4,22,0,3,10.62992126,55.118112,13.84334935,S
30,4884,3312,19.5,0.552,B4,65,0,3,11.81102362,63.97638,19.49369602,S
42,4885,2779,23.1,1.118,C4,20,9,4,16.53543307,75.787404,39.48179738,D
62,4888,1714,19.8,1.995,D4,21,0,6,24.40944882,64.960632,70.45276009,S
50,4889,3763,27.2,1.768,B4,27,0,5,19.68503937,89.238848,62.43633075,D
28,4890,2112,21.9,0.494,C4,113,0,3,11.02362205,71.850396,17.44544536,D
85,4891,1810,32.3,3.761,D4,20,0,9,33.46456693,105.971132,132.8184615,D
34,4894,1930,19.5,0.786,D4,19,0,3,13.38582677,63.97638,27.75732804,S
37,4895,2383,23.8,0.956,C4,62,0,4,14.56692913,78.083992,33.76082138,D
78,4897,4523,38.5,4.927,A4,67,0,8,30.70866142,126.31234,173.9953629,D
27,4899,3581,23.8,0.577,B4,58,0,3,10.62992126,78.083992,20.37656269,D
40,4901,1544,23.5,1.214,D4,56,0,4,15.7480315,77.09974,42.87200539,D
34,4902,3093,17.1,0.476,B4,109,0,3,13.38582677,56.102364,16.80978135,S
50,4902,3265,19.5,2.021,B4,64,0,5,19.68503937,63.97638,71.37094142,S
31,4905,2953,21.8,0.761,C4,16,0,3,12.20472441,71.522312,26.87446137,D
32,4911,1166,20.1,0.868,D4,99,0,3,12.5984252,65.944884,30.65313071,D
28,4912,1443,19.5,0.632,D4,58,0,3,11.02362205,63.97638,22.31886936,S
80,4916,3418,24.4,5.625,B4,59,0,8,31.49606299,80.052496,198.6450003,D
28,4916,4023,17.7,0.618,A4,108,0,3,11.02362205,58.070868,21.82446403,S
48,4917,1102,30.5,2.475,D4,101,0,5,18.8976378,100.06562,87.40380011,D
120,4917,3091,37.3,11.638,B4,110,8,12,47.24409449,122.375332,410.9920912,D
72,4918,2419,41.1,5.938,C4,56,0,7,28.34645669,134.842524,209.6984909,D
29,4918,3783,21.9,0.633,B4,26,0,3,11.41732283,71.850396,22.35418403,D
30,4933,1563,18.7,0.557,D4,59,0,3,11.81102362,61.351708,19.67026936,S
32,4934,3996,22.6,0.819,B4,23,0,3,12.5984252,74.146984,28.92271204,D
37,4936,2211,21.3,0.652,C4,63,0,4,14.56692913,69.881892,23.0251627,D
121,4941,4666,51.8,17.111,A4,28,8,12,47.63779528,169.947512,604.2692621,D
37,4942,2585,21.3,1.011,C4,58,4,4,14.56692913,69.881892,35.70312805,D
36,4951,2410,24,1.198,C4,59,0,4,14.17322835,78.74016,42.30697072,D
33,4951,4766,25,0.969,A4,25,0,3,12.99212598,82.021,34.21991204,D
43,4956,1011,18.3,1.211,D4,102,0,4,16.92913386,60.039372,42.76606139,S
42,4958,4167,25.6,1.511,A4,110,0,4,16.53543307,83.989504,53.3604614,D
34,4959,4126,21.4,0.718,A4,109,0,3,13.38582677,70.209976,25.3559307,D
25,4971,1281,19.8,0.421,D4,61,0,3,9.842519685,64.960632,14.86747469,S
37,4971,2588,20.4,1.049,C4,57,0,4,14.56692913,66.929136,37.04508538,D
37,4972,3153,15.2,0.768,B4,111,0,4,14.56692913,49.868768,27.12166403,S
38,4972,3620,12.8,0.45,B4,25,0,4,14.96062992,41.994752,15.89160002,S
26,4973,3393,19.2,0.484,B4,62,12,3,10.23622047,62.992128,17.09229869,S
54,4974,2364,47.9,3.369,C4,61,0,5,21.25984252,157.152236,118.9751122,D
30,4974,4418,19.8,0.525,A4,69,0,3,11.81102362,64.960632,18.54020002,S
26,4978,1123,21.3,0.478,D4,100,0,3,10.23622047,69.881892,16.88041069,D
45,4983,2092,23.2,1.733,C4,114,0,5,17.71653543,76.115488,61.20031741,D
64,4983,4786,26.5,3.492,A4,24,0,6,25.19685039,86.94226,123.3188162,D
48,4984,2013,20.7,1.497,C4,115,0,5,18.8976378,67.913388,52.86605607,D
30,4984,2207,20.4,0.609,C4,64,3,3,11.81102362,66.929136,21.50663203,D
27,4984,3439,22.6,0.538,B4,61,0,3,10.62992126,74.146984,18.99929069,D
43,4984,4665,23.8,1.459,A4,27,0,4,16.92913386,78.083992,51.52409873,D
96,4985,4720,60.4,15.626,A4,26,2,10,37.79527559,198.162736,551.826982,D
35,4985,4942,20.7,0.904,A4,23,0,4,13.77952756,67.913388,31.92445871,D
50,4986,3933,43.3,3.375,B4,22,0,5,19.68503937,142.060372,119.1870002,D
30,4987,4014,16.2,0.49,A4,107,0,3,11.81102362,53.149608,17.30418669,S
78,4987,4471,38.5,4.927,A4,70,8,8,30.70866142,126.31234,173.9953629,D
25,4988,3100,18.3,0.332,B4,112,0,3,9.842519685,60.039372,11.72446935,S
38,4989,2893,23.1,1.386,C4,17,0,4,14.96062992,75.787404,48.94612806,D
33,4990,3578,18.9,0.775,B4,60,0,4,12.99212598,62.007876,27.3688667,S
48,4992,1284,29.9,2.761,D4,60,0,5,18.8976378,98.097116,97.50379479,D
36,4993,3248,23.2,0.814,B4,63,0,4,14.17322835,76.115488,28.7461387,D
67,4995,2809,42.8,5.526,C4,18,8,7,26.37795276,140.419952,195.1488482,D
66,4995,3612,47.9,5.785,B4,24,0,7,25.98425197,157.152236,204.2953469,D
35,4997,2739,21,0.956,C4,19,2,4,13.77952756,68.89764,33.76082138,D
64,5001,1446,26.5,3.492,D5,43,0,6,25.19685039,86.94226,123.3188162,D
49,5003,1844,23.5,2.364,D5,2,0,5,19.29133858,77.09974,83.48387211,D
42,5004,1639,25.3,1.66,D5,40,0,4,16.53543307,83.005252,58.62234674,D
82,5008,4190,46.6,8.22,A5,88,0,8,32.28346457,152.887144,290.2865604,D
40,5009,3041,27.4,1.606,B5,98,0,4,15.7480315,89.895016,56.71535474,D
36,5011,2324,28.3,1.094,C5,100,0,4,14.17322835,92.847772,38.63424538,D
37,5012,1251,18.9,0.839,D5,99,0,4,14.56692913,62.007876,29.62900537,S
29,5014,2253,24.1,0.626,C5,98,0,3,11.41732283,79.068244,22.10698136,D
27,5016,3370,26.2,0.536,B5,95,0,3,10.62992126,85.958008,18.92866136,D
48,5017,1288,21,1.781,D5,100,0,5,18.8976378,68.89764,62.89542141,D
32,5018,4498,16.8,0.708,A5,51,0,3,12.5984252,55.118112,25.00278403,S
30,5020,3271,24.1,0.78,B5,96,0,3,11.81102362,79.068244,27.54544003,D
41,5021,1807,21.3,0.961,D5,3,0,4,16.14173228,69.881892,33.93739471,D
52,5021,3612,27.1,2.346,B5,57,0,5,20.47244094,88.910764,82.84820811,D
27,5023,2773,31.4,0.67,C5,44,0,3,10.62992126,103.018376,23.6608267,D
68,5025,3943,34.5,3.593,B5,1,0,7,26.77165354,113.18898,126.8855975,D
42,5028,2102,22.9,1.433,C5,101,0,4,16.53543307,75.131236,50.6059174,D
26,5034,2811,17.4,0.36,C5,2,8,3,10.23622047,57.086616,12.71328002,S
33,5037,3116,15.8,0.466,B5,97,0,3,12.99212598,51.837272,16.45663469,S
40,5040,3670,18.3,0.984,B5,56,12,4,15.7480315,60.039372,34.74963204,S
53,5043,3859,32.7,3.008,B5,2,0,5,20.86614173,107.283468,106.2265175,D
28,5046,2243,15.5,0.392,C5,97,0,3,11.02362205,50.85302,13.84334935,S
39,5047,1943,16.2,0.697,D5,1,0,4,15.35433071,53.149608,24.6143227,S
43,5050,1649,28.7,1.685,D5,41,0,4,16.92913386,94.160108,59.50521341,D
78,5050,2984,38.5,4.927,C5,1,0,8,30.70866142,126.31234,173.9953629,D
79,5050,4153,23.2,5.798,A5,89,0,8,31.1023622,76.115488,204.7544376,D
30,5052,1665,20.1,0.584,D5,42,0,3,11.81102362,65.944884,20.62376536,D
41,5052,2238,23.2,1.345,C5,96,12,4,16.14173228,76.115488,47.49822673,D
26,5053,3188,20.7,0.464,B5,120,0,3,10.23622047,67.913388,16.38600535,D
42,5053,3897,20.1,1.351,B5,3,0,4,16.53543307,65.944884,47.71011473,D
43,5059,4518,30.5,1.939,A5,52,0,4,16.92913386,100.06562,68.47513875,D
43,5061,2060,19.2,0.984,C5,102,0,4,16.92913386,62.992128,34.74963204,S
27,5064,3412,17.7,0.487,B5,58,12,3,10.62992126,58.070868,17.19824269,S
25,5065,4626,19.5,0.42,A5,50,0,3,9.842519685,63.97638,14.83216002,S
29,5067,4837,20.4,0.505,A5,1,0,3,11.41732283,66.929136,17.83390669,D
31,5069,4231,23.5,0.824,A5,87,0,3,12.20472441,77.09974,29.09928537,D
28,5070,3699,17.4,0.407,B5,54,0,3,11.02362205,57.086616,14.37306935,S
28,5071,1407,23.5,0.56,D5,44,0,3,11.02362205,77.09974,19.77621336,D
39,5076,3648,18.3,0.984,B5,55,0,4,15.35433071,60.039372,34.74963204,S
28,5082,3301,21.6,0.725,B5,93,0,3,11.02362205,70.866144,25.60313337,D
86,5084,2526,52.9,8.695,C5,45,8,9,33.85826772,173.556436,307.0610271,D
28,5085,4663,21.6,0.595,A5,49,0,3,11.02362205,70.866144,21.01222669,D
33,5088,3816,23.2,0.492,B5,6,0,3,12.99212598,76.115488,17.37481602,D
32,5096,2223,22.6,0.919,C5,95,0,3,12.5984252,74.146984,32.45417871,D
29,5096,2895,18,0.518,C5,3,0,3,11.41732283,59.05512,18.29299736,S
28,5097,2100,26.8,0.658,C5,103,0,3,11.02362205,87.926512,23.2370507,D
36,5098,4784,25.3,1.338,A5,48,0,4,14.17322835,83.005252,47.25102406,D
42,5099,3413,28,1.574,B5,59,0,4,16.53543307,91.86352,55.5852854,D
45,5102,3897,21.3,2.008,B5,4,0,5,17.71653543,69.881892,70.91185076,D
33,5118,3860,17.4,0.791,B5,5,0,3,12.99212598,57.086616,27.93390137,S
36,5121,2390,17.1,0.85,C5,99,0,4,14.17322835,56.102364,30.0174667,S
36,5124,3895,21.3,0.762,B5,9,0,4,14.17322835,69.881892,26.90977603,D
45,5127,2939,30.8,1.947,C5,4,0,5,17.71653543,101.049872,68.75765609,D
50,5131,1744,21.6,1.858,D5,39,0,5,19.68503937,70.866144,65.61465075,D
47,5131,4734,23.5,1.705,A5,47,5,5,18.50393701,77.09974,60.21150674,D
29,5133,1656,21.3,0.525,D5,37,0,3,11.41732283,69.881892,18.54020002,D
29,5139,2023,25.6,0.708,C5,104,0,3,11.41732283,83.989504,25.00278403,D
44,5141,2270,23.2,1.299,C5,94,0,4,17.32283465,76.115488,45.87375206,D
96,5141,3814,46.3,9.713,B5,8,8,10,37.79527559,151.902892,343.0113578,D
37,5141,3928,21.9,0.972,B5,12,0,4,14.56692913,71.850396,34.32585604,D
47,5143,1126,27.4,2.547,D5,103,0,5,18.50393701,89.895016,89.94645611,D
53,5143,1189,23.8,2.604,D5,102,0,5,20.86614173,78.083992,91.95939212,D
31,5144,1941,21.1,0.758,D5,4,0,3,12.20472441,69.225724,26.76851737,D
41,5147,1777,26.5,1.48,D5,38,12,4,16.14173228,86.94226,52.26570673,D
39,5151,3858,21.3,1.058,B5,7,0,4,15.35433071,69.881892,37.36291738,D
50,5152,2898,22.9,2.279,C5,5,0,5,19.68503937,75.131236,80.48212544,D
26,5152,3155,15.2,0.33,B5,99,0,3,10.23622047,49.868768,11.65384001,S
32,5152,3641,21.9,0.694,B5,53,0,3,12.5984252,71.850396,24.5083787,D
43,5153,4273,23.8,1.241,A5,86,0,4,16.92913386,78.083992,43.82550139,D
27,5154,1932,19.8,0.583,D5,5,0,3,10.62992126,64.960632,20.58845069,S
54,5156,3264,26.8,3.027,B5,90,4,5,21.25984252,87.926512,106.8974961,D
25,5158,3742,16.8,0.373,B5,52,0,3,9.842519685,55.118112,13.17237068,S
41,5161,1348,13.4,0.585,D5,98,4,4,16.14173228,43.963256,20.65908003,S
44,5163,2724,22.9,1.623,C5,43,0,4,17.32283465,75.131236,57.31570407,D
55,5163,4489,28.3,3.268,A5,53,0,6,21.65354331,92.847772,115.4083308,D
51,5164,3290,25.3,2.256,B5,92,0,5,20.07874016,83.005252,79.6698881,D
43,5164,4436,22.6,1.402,A5,54,4,4,16.92913386,74.146984,49.51116273,D
49,5166,4025,24.1,2.088,A5,91,0,5,19.29133858,79.068244,73.73702409,D
27,5174,3214,19.8,0.543,B5,94,0,3,10.62992126,64.960632,19.17586402,S
27,5175,3640,18.9,0.453,B5,51,0,3,10.62992126,62.007876,15.99754402,S
25,5176,4715,21.9,0.445,A5,46,12,3,9.842519685,71.850396,15.71502669,D
26,5178,1662,27.4,0.572,D5,36,0,3,10.23622047,89.895016,20.19998936,D
29,5178,3734,23.3,0.758,B5,50,0,3,11.41732283,76.443572,26.76851737,D
34,5181,3348,27.1,0.972,B5,91,0,3,13.38582677,88.910764,34.32585604,D
50,5182,2085,25.9,2.323,C5,105,0,5,19.68503937,84.973756,82.03597077,D
25,5182,2578,24.1,0.408,C5,46,0,3,9.842519685,79.068244,14.40838402,D
47,5184,1313,22.6,1.452,D5,97,0,5,18.50393701,74.146984,51.27689607,D
50,5184,2214,25.9,2.323,C5,92,14,5,19.68503937,84.973756,82.03597077,D
42,5184,3574,18.6,0.899,B5,61,0,4,16.53543307,61.023624,31.74788537,S
46,5187,2550,29,1.728,C5,47,0,5,18.11023622,95.14436,61.02374408,D
42,5191,3423,21.6,1.264,B5,60,0,4,16.53543307,70.866144,44.63773872,D
28,5197,1809,20.7,0.583,D5,7,0,3,11.02362205,67.913388,20.58845069,D
56,5197,3564,36.3,2.883,B5,62,0,6,22.04724409,119.094492,101.8121841,D
32,5198,2410,22.9,0.808,C5,49,0,3,12.5984252,75.131236,28.5342507,D
26,5199,4819,18,0.367,A5,2,0,3,10.23622047,59.05512,12.96048268,S
26,5201,2287,14.9,0.283,C5,93,0,3,10.23622047,48.884516,9.994050679,S
88,5201,4717,52.6,10.074,A5,45,2,9,34.64566929,172.572184,355.7599525,D
29,5203,1533,26.4,0.701,D5,46,8,3,11.41732283,86.614176,24.75558136,D
45,5204,1990,23.5,1.479,D5,6,0,5,17.71653543,77.09974,52.23039207,D
25,5204,4772,21.6,0.509,A5,44,0,3,9.842519685,70.866144,17.97516536,D
32,5205,4913,22.6,0.863,A5,4,0,3,12.5984252,74.146984,30.47655737,D
32,5209,1849,16.5,0.549,D5,8,0,3,12.5984252,54.13386,19.38775202,S
26,5212,2824,19.5,0.479,C5,6,0,3,10.23622047,63.97638,16.91572535,S
40,5212,4177,23.8,1.017,A5,90,0,4,15.7480315,78.083992,35.91501605,D
40,5215,1035,26.8,1.754,D5,104,0,4,15.7480315,87.926512,61.94192541,D
25,5215,4111,18.3,0.406,A5,92,0,3,9.842519685,60.039372,14.33775468,S
42,5220,3694,33.8,1.904,B5,48,0,4,16.53543307,110.892392,67.23912542,D
25,5222,4552,14.3,0.312,A5,56,8,3,9.842519685,46.916012,11.01817601,S
29,5225,3569,17.5,0.533,B5,63,0,3,11.41732283,57.4147,18.82271736,S
34,5229,4248,27.1,0.962,A5,85,8,3,13.38582677,88.910764,33.97270938,D
30,5232,1072,19.5,0.506,D5,105,0,3,11.81102362,63.97638,17.86922136,S
25,5234,4865,16.5,0.363,A5,3,0,3,9.842519685,54.13386,12.81922402,S
39,5235,3066,20.4,0.819,B5,100,0,4,15.35433071,66.929136,28.92271204,D
46,5236,4413,24.8,1.769,A5,58,0,5,18.11023622,81.364832,62.47164541,D
29,5237,2769,19.5,0.571,C5,40,12,3,11.41732283,63.97638,20.16467469,S
95,5238,4270,61.9,16.51,A5,84,8,10,37.4015748,203.083996,583.0451474,D
29,5239,3915,16.8,0.471,B5,11,0,3,11.41732283,55.118112,16.63320802,S
25,5240,2646,20.3,0.414,C5,41,0,3,9.842519685,66.601052,14.62027202,D
76,5242,1683,27.4,4.907,D5,35,0,8,29.92125984,89.895016,173.2890696,D
38,5244,2010,22.6,1.01,C5,107,0,4,14.96062992,74.146984,35.66781338,D
43,5244,2177,24.5,1.438,C5,106,0,4,16.92913386,80.38058,50.78249073,D
45,5245,3058,25.9,1.8,B5,101,0,5,17.71653543,84.973756,63.56640008,D
34,5247,1746,12.2,0.434,D5,34,0,3,13.38582677,40.026248,15.32656535,S
64,5247,4789,25.3,3.854,A5,43,0,6,25.19685039,83.005252,136.1027255,D
42,5249,1293,13.7,1.001,D5,95,0,4,16.53543307,44.947508,35.34998138,S
31,5249,2207,14.6,0.343,C5,91,0,3,12.20472441,47.900264,12.11293068,S
41,5249,4515,24.3,1.364,A5,55,8,4,16.14173228,79.724412,48.16920539,D
44,5251,2448,23.5,1.582,C5,48,0,4,17.32283465,77.09974,55.86780274,D
31,5252,2952,18.6,0.545,C5,7,0,3,12.20472441,61.023624,19.24649336,S
32,5261,1500,23.1,0.736,D5,45,0,3,12.5984252,75.787404,25.9915947,D
39,5263,4866,23.2,1.113,A5,6,0,4,15.35433071,76.115488,39.30522405,D
41,5265,4964,28,1.638,A5,5,0,4,16.14173228,91.86352,57.84542407,D
26,5271,2260,20.7,0.547,C5,89,0,3,10.23622047,67.913388,19.31712269,D
51,5271,3777,17.7,1.252,B5,49,0,5,20.07874016,58.070868,44.21396272,S
26,5275,1265,13.7,0.253,D5,92,0,3,10.23622047,44.947508,8.934610678,S
35,5276,3034,25.6,1.064,B5,104,12,4,13.77952756,83.989504,37.57480538,D
46,5279,1191,18.6,1.158,D5,101,0,5,18.11023622,61.023624,40.89438405,S
29,5282,3191,15.8,0.451,B5,102,0,3,11.41732283,51.837272,15.92691469,S
40,5283,1293,26.8,1.487,D5,96,0,4,15.7480315,87.926512,52.5129094,D
44,5285,1074,22.9,1.388,D5,106,0,4,17.32283465,75.131236,49.0167574,D
36,5286,3832,16.2,0.645,B5,10,0,4,14.17322835,53.149608,22.77796003,S
41,5287,2869,23.5,1.334,C5,9,0,4,16.14173228,77.09974,47.10976539,D
40,5299,2580,27.4,1.6,C5,52,0,4,15.7480315,89.895016,56.50346674,D
37,5300,1422,22.6,1.165,D5,47,0,4,14.56692913,74.146984,41.14158672,D
45,5300,2487,23.8,1.722,C5,50,0,5,17.71653543,78.083992,60.81185608,D
26,5301,2736,20.7,0.511,C5,39,0,3,10.23622047,67.913388,18.04579469,D
27,5301,3894,16.5,0.479,B5,14,0,3,10.62992126,54.13386,16.91572535,S
60,5303,1894,29.3,3.44,D5,9,0,6,23.62204724,96.128612,121.4824535,D
29,5304,2250,16.2,0.414,C5,88,0,3,11.41732283,53.149608,14.62027202,S
47,5304,3370,34.4,2.7,B5,89,0,5,18.50393701,112.860896,95.34960012,D
30,5304,3915,11,0.379,B5,13,0,3,11.81102362,36.08924,13.38425868,S
25,5307,2206,10.4,0.176,C5,90,0,3,9.842519685,34.120736,6.215381341,S
33,5309,2470,20.7,0.936,C5,51,10,3,12.99212598,67.913388,33.05452804,D
25,5312,4682,13.1,0.273,A5,42,0,3,9.842519685,42.979004,9.640904012,S
78,5312,4869,38.5,4.927,A5,7,0,8,30.70866142,126.31234,173.9953629,D
66,5313,1380,24.7,2.906,D5,94,0,7,25.98425197,81.036748,102.6244215,D
32,5313,4576,19.8,0.771,A5,57,0,3,12.5984252,64.960632,27.22760803,S
25,5314,2718,19.2,0.384,C5,38,0,3,9.842519685,62.992128,13.56083202,S
26,5320,4416,11.6,0.215,A5,59,0,3,10.23622047,38.057744,7.592653343,S
86,5323,1819,57.1,9.312,D5,10,0,7,33.85826772,187.335964,328.8501764,D
30,5323,2931,24.4,0.868,C5,8,0,3,11.81102362,80.052496,30.65313071,D
25,5324,2652,12.5,0.259,C5,42,0,3,9.842519685,41.0105,9.146498678,S
55,5325,1508,25.3,2.166,D5,48,0,6,21.65354331,83.005252,76.4915681,D
75,5325,3965,39.9,5.612,B5,16,0,8,29.52755906,130.905516,198.1859096,D
55,5328,2736,28,2.939,C5,36,0,6,21.65354331,91.86352,103.7898055,D
55,5331,4652,23.8,2.562,A5,41,0,6,21.65354331,78.083992,90.47617611,D
28,5344,2270,18.3,0.407,C5,87,0,3,11.02362205,60.039372,14.37306935,S
35,5344,3751,23.2,1.091,B5,46,0,4,13.77952756,76.115488,38.52830138,D
31,5347,1043,25.9,0.808,D5,107,0,3,12.20472441,84.973756,28.5342507,D
25,5348,1274,20.1,0.462,D5,91,0,3,9.842519685,65.944884,16.31537602,D
25,5350,2317,16.8,0.415,C5,86,0,3,9.842519685,55.118112,14.65558669,S
63,5351,1374,44.7,3.682,D5,93,0,6,24.80314961,146.653548,130.0286028,D
25,5351,4887,17.8,0.37,A5,9,0,3,9.842519685,58.398952,13.06642668,S
34,5355,2814,28,1.169,C5,11,0,3,13.38582677,91.86352,41.28284539,D
36,5363,2555,19.5,0.843,C5,53,0,4,14.17322835,63.97638,29.77026404,S
51,5367,3192,30.5,3.038,B5,103,0,5,20.07874016,100.06562,107.2859575,D
29,5381,1985,15.8,0.48,D5,11,0,3,11.41732283,51.837272,16.95104002,S
35,5382,1113,26.8,1.128,D5,108,0,3,13.77952756,87.926512,39.83494405,D
27,5386,2304,17.4,0.419,C5,85,0,3,10.62992126,57.086616,14.79684535,S
67,5386,4300,38.1,4.511,A5,83,0,7,26.37795276,125.000004,159.3044615,D
62,5390,3053,28,3.603,B5,105,0,6,24.40944882,91.86352,127.2387442,D
25,5390,4860,20.1,0.403,A5,8,0,3,9.842519685,65.944884,14.23181068,D
31,5396,3915,23.8,0.79,B5,15,0,3,12.20472441,78.083992,27.8985867,D
29,5400,1250,17.1,0.472,D5,88,0,3,11.41732283,56.102364,16.66852269,S
26,5401,3931,19.3,0.505,B5,19,0,3,10.23622047,63.320212,17.83390669,S
32,5404,2185,21.4,0.647,C5,108,0,3,12.5984252,70.209976,22.84858936,D
48,5405,2237,27.1,2.185,C5,83,12,5,18.8976378,88.910764,77.16254676,D
43,5405,3735,21.6,1.523,B5,44,0,4,16.92913386,70.866144,53.7842374,D
58,5405,3780,26.8,2.805,B5,45,0,6,22.83464567,87.926512,99.05764013,D
35,5407,1229,24.4,0.999,D5,90,0,4,13.77952756,80.052496,35.27935204,D
34,5410,4169,30.8,1.224,A5,94,0,3,13.38582677,101.049872,43.22515205,D
44,5412,4114,14.2,0.914,A5,93,0,4,17.32283465,46.587928,32.27760537,S
25,5417,2511,19.8,0.421,C5,55,0,3,9.842519685,64.960632,14.86747469,S
59,5418,2385,22.6,2.504,C5,82,14,6,23.22834646,74.146984,88.42792545,D
29,5420,1273,20.4,0.58,D5,86,0,3,11.41732283,66.929136,20.48250669,D
27,5420,4969,24.4,0.587,A5,10,0,3,10.62992126,80.052496,20.72970936,D
44,5421,1667,12.4,0.861,D5,33,0,4,17.32283465,40.682416,30.40592804,S
40,5422,2070,19.8,1.024,C5,109,0,4,15.7480315,64.960632,36.16221871,S
46,5424,3101,21.9,1.581,B5,106,0,5,18.11023622,71.850396,55.83248807,D
84,5424,3982,42.7,6.777,B5,18,0,8,33.07086614,140.091868,239.3274963,D
88,5426,1574,26.8,6.15,D5,49,0,9,34.64566929,87.926512,217.1852003,D
28,5426,2786,19.2,0.605,C5,37,0,3,11.02362205,62.992128,21.36537336,S
29,5429,1757,20.4,0.482,D5,30,0,3,11.41732283,66.929136,17.02166935,D
41,5430,4432,28.3,1.811,A5,60,0,4,16.14173228,92.847772,63.95486141,D
61,5436,4614,28.6,3.653,A5,39,8,6,24.01574803,93.832024,129.0044775,D
48,5437,2822,25.6,1.986,C5,13,0,5,18.8976378,83.989504,70.13492809,D
60,5438,4635,31,3.431,A5,40,0,6,23.62204724,101.70604,121.1646215,D
47,5441,4801,25,2.202,A5,38,0,5,18.50393701,82.021,77.7628961,D
28,5447,1331,19.2,0.601,D5,85,0,3,11.02362205,62.992128,21.22411469,S
28,5447,2133,21.3,0.639,C5,110,0,3,11.02362205,69.881892,22.56607203,D
44,5449,1362,21.3,1.4,D5,87,0,4,17.32283465,69.881892,49.4405334,D
43,5449,3239,22.6,1.222,B5,87,0,4,16.92913386,74.146984,43.15452272,D
120,5449,4536,45.9,15.286,A5,63,0,12,47.24409449,150.590556,539.8199954,D
29,5451,1486,21.9,0.578,D5,51,0,3,11.41732283,71.850396,20.41187736,D
27,5455,1045,20.4,0.578,D5,110,0,3,10.62992126,66.929136,20.41187736,D
33,5456,3629,25,0.721,B5,43,0,3,12.99212598,82.021,25.4618747,D
85,5459,2691,29.9,9.592,C5,35,2,9,33.46456693,98.097116,338.7382831,D
60,5459,4114,28.5,1.881,A5,95,0,6,23.62204724,93.50394,66.42688808,D
75,5460,4581,39.9,5.612,A5,64,0,8,29.52755906,130.905516,198.1859096,D
46,5462,4312,21.7,1.437,A5,82,2,5,18.11023622,71.194228,50.74717606,D
43,5463,2589,20.7,1.429,C5,57,0,4,16.92913386,67.913388,50.46465873,D
32,5463,4417,27.7,0.769,A5,61,0,3,12.5984252,90.879268,27.1569787,D
25,5465,4466,19.5,0.51,A5,62,0,3,9.842519685,63.97638,18.01048002,S
28,5469,2411,21.3,0.526,C5,56,0,3,11.02362205,69.881892,18.57551469,D
31,5477,1385,20.1,0.55,D5,89,0,3,12.20472441,65.944884,19.42306669,D
41,5483,3285,28.7,1.636,B5,88,0,4,16.14173228,94.160108,57.77479474,D
41,5492,1567,14.6,0.607,D5,50,0,4,16.14173228,47.900264,21.43600269,S
36,5493,3577,22.3,1.043,B5,65,0,4,14.17322835,73.162732,36.83319738,D
54,5495,3040,28.7,3.004,B5,109,0,5,21.25984252,94.160108,106.0852588,D
30,5501,2292,27.1,0.916,C5,84,0,3,11.81102362,88.910764,32.34823471,D
30,5502,3117,17.4,0.581,B5,107,0,3,11.81102362,57.086616,20.51782136,S
59,5502,4761,22.6,2.504,A5,37,0,6,23.22834646,74.146984,88.42792545,D
29,5503,2335,15.8,0.477,C5,81,0,3,11.41732283,51.837272,16.84509602,S
36,5503,2942,23.5,1.011,C5,12,0,4,14.17322835,77.09974,35.70312805,D
43,5508,1407,12.6,0.838,D5,56,0,4,16.92913386,41.338584,29.5936907,S
27,5510,1421,18,0.499,D5,55,0,3,10.62992126,59.05512,17.62201869,S
28,5511,1313,18.9,0.486,D5,84,0,3,11.02362205,62.007876,17.16292802,S
36,5511,1526,25.9,1.312,D5,52,0,4,14.17322835,84.973756,46.33284273,D
27,5512,4589,21.8,0.412,A5,66,0,3,10.62992126,71.522312,14.54964269,D
32,5519,4961,23.5,0.709,A5,11,0,3,12.5984252,77.09974,25.0380987,D
30,5520,3092,14.9,0.421,B5,108,0,3,11.81102362,48.884516,14.86747469,S
38,5522,4502,24.4,1.203,A5,65,0,4,14.96062992,80.052496,42.48354405,D
64,5523,2056,46.9,5.116,C5,111,0,6,25.19685039,153.871396,180.6698349,D
47,5523,2625,25.2,1.617,C5,34,0,5,18.50393701,82.677168,57.10381607,D
30,5525,1611,20.3,0.602,D5,32,0,3,11.81102362,66.601052,21.25942936,D
