Diameter_cm,Longitude,Latitude,Height_m,Volume_cum,SubPlot,x2,x3,DBHClass,Diameter_in,Height_ft,Volume_cuft,CC
32,12938,2616,22.6,0.819,C12,27,0,3,12.5984252,74.146984,28.92271204,D
31,12939,3716,23.5,0.871,B12,22,0,3,12.20472441,77.09974,30.75907471,D
41,12941,3014,27.7,1.441,B12,102,0,4,16.14173228,90.879268,50.88843473,D
32,12943,1105,18,0.544,D12,95,0,3,12.5984252,59.05512,19.21117869,S
58,12949,2712,44.2,4.463,C12,25,0,6,22.83464567,145.013128,157.6093575,D
44,12951,1338,22.9,1.483,D12,55,0,4,17.32283465,75.131236,52.37165073,D
34,12951,2701,30.8,1.185,C12,26,0,3,13.38582677,101.049872,41.84788005,D
25,12952,2144,23.2,0.486,C12,102,0,3,9.842519685,76.115488,17.16292802,D
28,12953,3112,23.2,0.571,B12,103,30,3,11.02362205,76.115488,20.16467469,D
59,12953,4126,22.3,1.517,A12,127,0,6,23.22834646,73.162732,53.5723494,D
25,12959,2409,18,0.359,C12,67,0,3,9.842519685,59.05512,12.67796535,S
47,12961,1022,28.3,1.999,D12,96,0,5,18.50393701,92.847772,70.59401876,D
26,12964,3015,21.3,0.573,B12,104,0,3,10.23622047,69.881892,20.23530403,D
72,12964,4760,42.5,4.457,A12,29,0,7,28.34645669,139.4357,157.3974695,D
55,12965,4138,35.1,4.325,A12,128,0,6,21.65354331,115.157484,152.7359335,D
30,12966,1750,22.6,0.779,D12,22,4,3,11.81102362,74.146984,27.51012537,D
38,12968,2486,31.4,1.3,C12,65,0,4,14.96062992,103.018376,45.90906672,D
52,12975,4857,24.1,2.401,A12,27,0,5,20.47244094,79.068244,84.79051477,D
25,12978,2284,20.7,0.441,C12,69,0,3,9.842519685,67.913388,15.57376802,D
25,12980,3368,17.1,0.321,B12,58,0,3,9.842519685,56.102364,11.33600801,S
26,12980,3730,17.4,0.512,B12,20,0,3,10.23622047,57.086616,18.08110936,S
40,12980,3746,22.3,1.505,B12,19,0,4,15.7480315,73.162732,53.1485734,D
29,12986,2736,18.9,0.551,C12,24,0,3,11.41732283,62.007876,19.45838136,S
29,12987,4417,23.3,0.758,A12,77,0,3,11.41732283,76.443572,26.76851737,D
31,12988,2451,19.2,0.599,C12,66,0,3,12.20472441,62.992128,21.15348536,S
25,12995,3081,19.2,0.353,B12,105,0,3,9.842519685,62.992128,12.46607735,S
40,12996,4027,29.9,1.338,A12,126,4,4,15.7480315,98.097116,47.25102406,D
35,12999,4875,16.5,0.588,A12,26,0,4,13.77952756,54.13386,20.76502403,S
36,13004,3296,21.9,1.122,B13,102,0,4,14.17322835,71.850396,39.62305605,D
39,13010,2302,27.3,1.912,C13,91,0,4,15.35433071,89.566932,67.52164275,D
43,13010,4282,14,0.67,A13,86,0,4,16.92913386,45.93176,23.6608267,S
55,13016,1471,26.8,2.204,D13,49,10,6,21.65354331,87.926512,77.83352543,D
40,13016,4475,21.3,1.238,A13,43,0,4,15.7480315,69.881892,43.71955739,D
26,13017,1347,16.5,0.422,D13,97,0,3,10.23622047,54.13386,14.90278935,S
45,13019,1327,23.5,1.312,D13,95,0,5,17.71653543,77.09974,46.33284273,D
39,13020,3898,21.9,1.206,B13,1,0,4,15.35433071,71.850396,42.58948805,D
43,13021,1975,22.6,1.414,D13,1,0,4,16.92913386,74.146984,49.93493873,D
111,13022,1890,54,17.05,D13,2,0,11,43.7007874,177.16536,602.1150674,D
78,13023,4375,38.5,4.927,A13,87,0,8,30.70866142,126.31234,173.9953629,D
104,13024,2121,60.7,14.2,C13,92,0,10,40.94488189,199.146988,501.4682673,D
50,13028,1566,18.3,1.46,D13,48,0,5,19.68503937,60.039372,51.5594134,S
81,13034,2302,35.9,5.275,C13,90,9,8,31.88976378,117.782156,186.2848669,D
49,13040,1456,19.8,1.592,D13,50,0,5,19.29133858,64.960632,56.2209494,S
43,13041,2842,26.5,1.45,C13,1,0,4,16.92913386,86.94226,51.20626673,D
25,13043,4791,16.2,0.355,A13,41,0,3,9.842519685,53.149608,12.53670668,S
28,13049,3579,14.9,0.494,B13,51,0,3,11.02362205,48.884516,17.44544536,S
28,13052,2579,20.4,0.49,C13,50,0,3,11.02362205,66.929136,17.30418669,D
32,13054,2783,23.6,0.863,C13,49,0,3,12.5984252,77.427824,30.47655737,D
45,13055,4932,25.9,1.8,A13,2,0,5,17.71653543,84.973756,63.56640008,D
44,13058,1100,23.5,1.582,D13,98,12,4,17.32283465,77.09974,55.86780274,D
25,13061,4781,18.3,0.369,A13,40,0,3,9.842519685,60.039372,13.03111202,S
26,13064,1448,21.6,0.547,D13,51,0,3,10.23622047,70.866144,19.31712269,D
26,13064,2111,19.8,0.394,C13,93,12,3,10.23622047,64.960632,13.91397868,S
29,13067,2843,21.3,0.525,C13,2,0,3,11.41732283,69.881892,18.54020002,D
39,13068,3924,26.6,1.139,B13,2,0,4,15.35433071,87.270344,40.22340538,D
40,13070,3556,22.4,1.384,B13,53,0,4,15.7480315,73.490816,48.87549873,D
33,13071,1486,22.3,0.773,D13,52,0,3,12.99212598,73.162732,27.29823737,D
39,13071,3586,27.1,1.468,B13,52,0,4,15.35433071,88.910764,51.84193073,D
41,13071,3696,26.2,1.483,B13,50,12,4,16.14173228,85.958008,52.37165073,D
36,13076,3680,24.7,1.242,B13,49,0,4,14.17322835,81.036748,43.86081606,D
35,13081,3475,19.8,0.737,B13,54,0,4,13.77952756,64.960632,26.02690937,S
62,13081,3613,19.8,1.995,B13,48,0,6,24.40944882,64.960632,70.45276009,S
29,13085,4428,23.4,0.59,A13,44,12,3,11.41732283,76.771656,20.83565336,D
35,13086,3936,20.4,0.882,B13,3,0,4,13.77952756,66.929136,31.14753604,D
39,13086,4648,17.1,0.793,A13,42,0,4,15.35433071,56.102364,28.0045307,S
40,13089,2335,24.1,1.479,C13,89,12,4,15.7480315,79.068244,52.23039207,D
31,13089,2614,22.3,0.802,C13,48,0,3,12.20472441,73.162732,28.3223627,D
42,13090,2475,27.7,1.749,C13,51,0,4,16.53543307,90.879268,61.76535208,D
29,13090,4948,21,0.686,A13,1,0,3,11.41732283,68.89764,24.22586136,D
25,13092,1611,23.2,0.556,D13,43,0,3,9.842519685,76.115488,19.63495469,D
41,13092,4296,24.1,1.429,A13,85,0,4,16.14173228,79.068244,50.46465873,D
30,13094,1040,14.9,0.446,D13,99,0,3,11.81102362,48.884516,15.75034135,S
29,13095,4217,14.3,0.345,A13,84,0,3,11.41732283,46.916012,12.18356002,S
26,13096,4013,18,0.393,A13,88,0,3,10.23622047,59.05512,13.87866402,S
50,13098,4096,26.5,2.576,A13,89,0,5,19.68503937,86.94226,90.97058145,D
39,13099,1965,21.3,1.105,D13,3,0,4,15.35433071,69.881892,39.02270672,D
46,13102,2023,24.4,1.28,C13,95,0,5,18.11023622,80.052496,45.20277339,D
25,13105,1602,21,0.438,D13,44,0,3,9.842519685,68.89764,15.46782402,D
27,13110,3989,22.6,0.545,B13,4,0,3,10.62992126,74.146984,19.24649336,D
31,13111,4482,21,0.637,A13,45,0,3,12.20472441,68.89764,22.4954427,D
62,13113,2882,41.5,4.323,C13,3,0,6,24.40944882,136.15486,152.6653042,D
27,13115,1699,16.2,0.397,D13,45,0,3,10.62992126,53.149608,14.01992268,S
29,13115,4118,16.2,0.414,A13,91,0,3,11.41732283,53.149608,14.62027202,S
32,13115,4754,23.5,0.867,A13,39,0,3,12.5984252,77.09974,30.61781604,D
37,13116,2049,25.3,1.089,C13,94,12,4,14.56692913,83.005252,38.45767205,D
32,13120,1124,17.1,0.557,D13,100,0,3,12.5984252,56.102364,19.67026936,S
52,13120,4815,31.7,3.039,A13,3,0,5,20.47244094,104.002628,107.3212721,D
70,13123,4906,25,4.6,A13,4,0,7,27.55905512,82.021,162.4474669,D
25,13130,2661,19,0.444,C13,45,5,3,9.842519685,62.33596,15.67971202,S
47,13132,1377,34.1,2.919,D13,96,8,5,18.50393701,111.876644,103.0835121,D
30,13132,3086,19.7,0.526,B13,103,12,3,11.81102362,64.632548,18.57551469,S
29,13133,3832,18.3,0.535,B13,5,0,3,11.41732283,60.039372,18.89334669,S
37,13138,2245,15.8,0.823,C13,88,2,4,14.56692913,51.837272,29.0639707,S
26,13138,3179,22.3,0.513,B13,104,0,3,10.23622047,73.162732,18.11642402,D
70,13141,2385,43,5.679,C13,86,12,7,27.55905512,141.07612,200.5519923,D
57,13147,3284,27.7,2.794,B13,100,0,6,22.44094488,90.879268,98.66917879,D
33,13149,4112,22.9,0.808,A13,90,0,3,12.99212598,75.131236,28.5342507,D
62,13150,2279,28,3.603,C13,87,0,6,24.40944882,91.86352,127.2387442,D
34,13150,2294,18.6,0.665,C13,85,0,3,13.38582677,61.023624,23.48425336,S
42,13152,1646,25.9,1.512,D13,42,0,4,16.53543307,84.973756,53.39577607,D
34,13157,3495,21.9,0.884,B13,55,0,3,13.38582677,71.850396,31.21816537,D
71,13165,1289,44.2,5.375,D13,94,0,7,27.95275591,145.013128,189.8163336,D
60,13168,2236,37.2,3.092,C13,82,0,6,23.62204724,122.047248,109.1929495,D
32,13173,1774,23.2,0.888,D13,47,0,3,12.5984252,76.115488,31.35942404,D
58,13174,2667,32,4.186,C13,44,14,6,22.83464567,104.98688,147.8271949,D
31,13177,2783,22.9,0.565,C13,46,0,3,12.20472441,75.131236,19.95278669,D
38,13181,2462,14,0.579,C13,52,0,4,14.96062992,45.93176,20.44719203,S
36,13182,4737,25.2,1.068,A13,38,0,4,14.17322835,82.677168,37.71606405,D
92,13183,2739,49,10.349,C13,47,8,9,36.22047244,160.76116,365.4714858,D
28,13185,3543,27.1,0.735,B13,57,0,3,11.02362205,88.910764,25.95628003,D
28,13186,4552,16.2,0.383,A13,46,0,3,11.02362205,53.149608,13.52551735,S
44,13187,3358,34.7,2.131,B13,101,3,4,17.32283465,113.845148,75.25555476,D
69,13187,3422,23.5,4.342,B13,56,0,7,27.16535433,77.09974,153.3362829,D
76,13187,4364,27.4,5.911,A13,83,0,8,29.92125984,89.895016,208.7449949,D
43,13188,1539,23.5,1.377,D13,54,8,4,16.92913386,77.09974,48.62829606,D
27,13189,2214,15.5,0.502,C13,80,2,3,10.62992126,50.85302,17.72796269,S
44,13189,2240,12.5,0.762,C13,81,0,4,17.32283465,41.0105,26.90977603,S
29,13190,1059,17.3,0.468,D13,101,0,3,11.41732283,56.758532,16.52726402,S
28,13190,3828,16.5,0.392,B13,6,12,3,11.02362205,54.13386,13.84334935,S
47,13190,3978,31.7,2.781,B13,8,0,5,18.50393701,104.002628,98.21008812,D
30,13194,3173,18,0.469,B13,105,0,3,11.81102362,59.05512,16.56257869,S
43,13195,1621,38.9,1.944,D13,41,0,4,16.92913386,127.624676,68.65171209,D
26,13198,1391,23.2,0.542,D13,91,0,3,10.23622047,76.115488,19.14054936,D
35,13198,1900,19.2,0.52,D13,4,12,4,13.77952756,62.992128,18.36362669,S
69,13198,2643,45,6.382,C13,43,0,7,27.16535433,147.6378,225.378203,D
32,13200,3215,16.8,0.708,B13,98,0,3,12.5984252,55.118112,25.00278403,S
41,13203,2851,24.7,1.472,C13,4,0,4,16.14173228,81.036748,51.9831894,D
32,13204,3247,15.8,0.509,B13,99,0,3,12.5984252,51.837272,17.97516536,S
27,13205,2339,22.9,0.554,C13,84,12,3,10.62992126,75.131236,19.56432536,D
82,13207,1415,59.8,9.531,D13,53,0,8,32.28346457,196.194232,336.5840884,D
36,13209,4257,19.5,0.913,A13,82,0,4,14.17322835,63.97638,32.24229071,S
25,13211,1777,18.6,0.367,D13,46,0,3,9.842519685,61.023624,12.96048268,S
60,13212,1379,31,3.431,D13,90,8,6,23.62204724,101.70604,121.1646215,D
37,13212,1812,24.2,0.972,D13,5,0,4,14.56692913,79.396328,34.32585604,D
26,13212,4182,21.3,0.437,A13,92,0,3,10.23622047,69.881892,15.43250935,D
45,13212,4834,25.9,1.899,A13,5,0,5,17.71653543,84.973756,67.06255209,D
26,13212,4980,21.9,0.544,A13,6,0,3,10.23622047,71.850396,19.21117869,D
41,13214,1215,21.3,1.173,D13,93,0,4,16.14173228,69.881892,41.42410405,D
32,13216,4480,25.6,1.025,A13,51,0,3,12.5984252,83.989504,36.19753338,D
88,13218,1240,51.7,8.94,D13,92,0,9,34.64566929,169.619428,315.7131204,D
40,13218,3815,23.5,1.01,B13,7,0,4,15.7480315,77.09974,35.66781338,D
39,13222,1018,19.5,0.957,D13,102,0,4,15.35433071,63.97638,33.79613604,S
32,13222,3169,21.9,0.81,B13,106,0,3,12.5984252,71.850396,28.60488004,D
29,13231,3950,20.8,0.624,B13,9,0,3,11.41732283,68.241472,22.03635203,D
55,13245,4580,23.8,2.562,A13,47,0,6,21.65354331,78.083992,90.47617611,D
77,13246,1826,38.1,6.143,D13,6,0,8,30.31496063,125.000004,216.9379976,D
28,13248,1603,16.5,0.505,D13,40,0,3,11.02362205,54.13386,17.83390669,S
25,13248,4501,22.6,0.542,A13,50,0,3,9.842519685,74.146984,19.14054936,D
43,13259,2962,34.4,2.248,C13,5,0,4,16.92913386,112.860896,79.38737077,D
42,13262,1501,22,1.57,D13,55,0,4,16.53543307,72.17848,55.44402674,D
45,13263,2673,21.9,1.45,C13,42,0,5,17.71653543,71.850396,51.20626673,D
72,13265,2361,27.4,5.467,C13,83,0,7,28.34645669,89.895016,193.0652829,D
42,13272,4234,20.4,1.062,A13,81,0,4,16.53543307,66.929136,37.50417605,D
42,13279,3645,24.1,1.435,B13,45,0,4,16.53543307,79.068244,50.67654673,D
46,13280,3460,25.9,1.954,B13,58,0,5,18.11023622,84.973756,69.00485875,D
32,13283,3485,20.7,0.701,B13,59,0,3,12.5984252,67.913388,24.75558136,D
30,13286,3155,18.6,0.521,B13,109,0,3,11.81102362,61.023624,18.39894136,S
33,13289,1373,19.2,0.667,D13,89,0,3,12.99212598,62.992128,23.5548827,S
28,13290,3535,17.7,0.465,B13,61,0,3,11.02362205,58.070868,16.42132002,S
28,13290,4694,20.1,0.624,A13,37,12,3,11.02362205,65.944884,22.03635203,D
30,13291,4179,22.6,0.575,A13,93,0,3,11.81102362,74.146984,20.30593336,D
33,13293,3493,14.9,0.624,B13,60,0,3,12.99212598,48.884516,22.03635203,S
28,13294,3029,22.3,0.677,B13,108,0,3,11.02362205,73.162732,23.90802936,D
58,13297,2456,23.5,2.18,C13,53,0,6,22.83464567,77.09974,76.98597343,D
35,13301,3332,25.6,1.14,B13,97,0,4,13.77952756,83.989504,40.25872005,D
35,13301,3555,20.7,0.634,B13,62,0,4,13.77952756,67.913388,22.3894987,D
29,13302,1648,22.3,0.643,D13,39,0,3,11.41732283,73.162732,22.7073307,D
25,13302,4145,21,0.405,A13,94,0,3,9.842519685,68.89764,14.30244002,D
38,13302,4569,23.2,1.247,A13,48,0,4,14.96062992,76.115488,44.03738939,D
94,13303,3022,53.5,12.974,B13,107,0,9,37.00787402,175.52494,458.1724859,D
44,13304,3645,19.5,1.049,B13,44,0,4,17.32283465,63.97638,37.04508538,S
50,13304,3694,18.3,1.441,B13,47,0,5,19.68503937,60.039372,50.88843473,S
35,13308,3146,23.8,1.094,B13,110,0,4,13.77952756,78.083992,38.63424538,D
28,13309,2904,22.3,0.515,C13,6,4,3,11.02362205,73.162732,18.18705336,D
27,13315,1185,24.1,0.72,D13,105,0,3,10.62992126,79.068244,25.42656003,D
26,13316,1289,21.3,0.538,D13,88,0,3,10.23622047,69.881892,18.99929069,D
26,13319,3613,19.5,0.429,B13,46,0,3,10.23622047,63.97638,15.14999202,S
87,13320,1963,45.4,7.384,D13,7,0,9,34.2519685,148.950136,260.763499,D
39,13321,4539,17.7,0.81,A13,49,0,4,15.35433071,58.070868,28.60488004,S
47,13322,2852,24.1,1.707,C13,7,0,5,18.50393701,79.068244,60.28213608,D
46,13325,4914,28.3,1.866,A13,8,0,5,18.11023622,92.847772,65.89716808,D
35,13334,3297,13.4,0.442,B13,96,0,4,13.77952756,43.963256,15.60908269,S
35,13338,3032,28.3,1.208,B13,111,0,4,13.77952756,92.847772,42.66011739,D
26,13342,2743,16.5,0.38,C13,41,0,3,10.23622047,54.13386,13.41957335,S
50,13347,2216,28.3,2.477,C13,79,8,5,19.68503937,92.847772,87.47442944,D
35,13350,1559,19.2,0.858,D13,56,0,4,13.77952756,62.992128,30.29998404,S
72,13351,3244,37,5.092,B13,93,0,7,28.34645669,121.39108,179.8222829,D
45,13352,1575,23.2,1.733,D13,57,0,5,17.71653543,76.115488,61.20031741,D
39,13353,4898,25.6,1.233,A13,9,0,4,15.35433071,83.989504,43.54298406,D
39,13355,3230,23.2,1.065,B13,94,0,4,15.35433071,76.115488,37.61012005,D
25,13358,4097,15.1,0.301,A13,95,0,3,9.842519685,49.540684,10.62971468,S
32,13362,4748,17.7,0.598,A13,36,0,3,12.5984252,58.070868,21.11817069,S
28,13364,4497,18,0.55,A13,53,0,3,11.02362205,59.05512,19.42306669,S
26,13367,2097,22.8,0.617,C13,96,0,3,10.23622047,74.803152,21.78914936,D
35,13368,4958,20.7,0.878,A13,7,0,4,13.77952756,67.913388,31.00627737,D
44,13371,2125,22.3,1.672,C13,97,0,4,17.32283465,73.162732,59.04612274,D
33,13381,1126,9.2,0.281,D13,103,0,3,12.99212598,30.183728,9.923421346,S
47,13384,1924,25.2,1.617,D13,10,0,5,18.50393701,82.677168,57.10381607,D
56,13384,3434,27.7,2.774,B13,63,0,6,22.04724409,90.879268,97.96288546,D
51,13385,3220,27.1,2.66,B13,92,0,5,20.07874016,88.910764,93.93701345,D
27,13385,3684,16.2,0.469,B13,43,0,3,10.62992126,53.149608,16.56257869,S
42,13386,3044,28,1.574,B13,112,0,4,16.53543307,91.86352,55.5852854,D
31,13388,1974,14,0.434,D13,8,0,3,12.20472441,45.93176,15.32656535,S
74,13389,1440,38.6,5.797,D13,60,0,7,29.13385827,126.640424,204.7191229,D
25,13389,2051,22.3,0.395,C13,101,0,3,9.842519685,73.162732,13.94929335,D
25,13390,1419,20.1,0.473,D13,61,0,3,9.842519685,65.944884,16.70383735,D
38,13390,1460,20.4,0.97,D13,59,0,4,14.96062992,66.929136,34.25522671,D
30,13390,2452,20.7,0.611,C13,54,0,3,11.81102362,67.913388,21.57726136,D
27,13391,2895,17.7,0.4,C13,8,0,3,10.62992126,58.070868,14.12586668,S
26,13393,4550,23.5,0.514,A13,52,0,3,10.23622047,77.09974,18.15173869,D
65,13395,2440,41.2,3.794,C13,55,0,7,25.59055118,135.170608,133.9838455,D
27,13396,2791,16.5,0.347,C13,40,12,3,10.62992126,54.13386,12.25418935,S
33,13400,3582,20.7,0.803,B13,64,0,3,12.99212598,67.913388,28.35767737,D
28,13402,4347,26.8,0.733,A13,80,0,3,11.02362205,87.926512,25.8856507,D
75,13403,1114,39.9,5.612,D13,104,8,8,29.52755906,130.905516,198.1859096,D
27,13404,2900,19.5,0.581,C13,9,12,3,10.62992126,63.97638,20.51782136,S
39,13404,2969,25.3,1.445,C13,11,0,4,15.35433071,83.005252,51.0296934,D
37,13404,3639,23.2,1.045,B13,40,0,4,14.56692913,76.115488,36.90382671,D
42,13405,2146,23.3,1.462,C13,98,12,4,16.53543307,76.443572,51.63004273,D
98,13407,2632,57.3,13.267,C13,37,0,10,38.58267717,187.992132,468.5196833,D
29,13409,4486,21.2,0.551,A13,54,0,3,11.41732283,69.553808,19.45838136,D
30,13412,4266,18,0.513,A13,78,0,3,11.81102362,59.05512,18.11642402,S
34,13413,1936,24.4,0.987,D13,9,0,3,13.38582677,80.052496,34.85557604,D
27,13413,3008,18.4,0.407,B13,113,0,3,10.62992126,60.367456,14.37306935,S
29,13413,3677,18.3,0.44,B13,41,0,3,11.41732283,60.039372,15.53845335,S
48,13415,1488,25,2.014,D13,58,0,5,18.8976378,82.021,71.12373876,D
125,13415,2715,46.4,16.065,C13,38,0,13,49.21259843,152.230976,567.3301207,D
61,13416,3979,30.8,4.174,B13,10,0,6,24.01574803,101.049872,147.4034189,D
97,13417,2113,42.5,10.148,C13,99,2,10,38.18897638,139.4357,358.3732378,D
30,13418,1159,22.3,0.629,D13,106,9,3,11.81102362,73.162732,22.21292536,D
30,13419,4585,21.6,0.655,A13,55,0,3,11.81102362,70.866144,23.1311067,D
30,13422,3484,21.3,0.708,B13,65,0,3,11.81102362,69.881892,25.00278403,D
35,13422,4288,25,1.056,A13,77,0,4,13.77952756,82.021,37.29228805,D
44,13423,2088,21.3,1.409,C13,100,0,4,17.32283465,69.881892,49.7583654,D
25,13427,1262,15.8,0.353,D13,87,0,3,9.842519685,51.837272,12.46607735,S
61,13427,2743,36.7,3.819,C13,39,0,6,24.01574803,120.406828,134.8667122,D
30,13427,2953,20.4,0.609,C13,10,0,3,11.81102362,66.929136,21.50663203,D
55,13429,1038,25.3,2.166,D13,109,0,6,21.65354331,83.005252,76.4915681,D
34,13438,3383,21.6,0.881,B13,95,0,3,13.38582677,70.866144,31.11222137,D
72,13441,4899,41.1,5.938,A13,10,0,7,28.34645669,134.842524,209.6984909,D
27,13442,4708,21.6,0.525,A13,35,0,3,10.62992126,70.866144,18.54020002,D
44,13443,3695,23.5,1.409,B13,42,0,4,17.32283465,77.09974,49.7583654,D
78,13447,4182,38.5,4.927,A13,96,0,8,30.70866142,126.31234,173.9953629,D
31,13448,1729,24.1,0.862,D13,37,0,3,12.20472441,79.068244,30.44124271,D
42,13449,1822,23.2,1.389,D13,11,8,4,16.53543307,76.115488,49.05207206,D
98,13451,1765,57.3,13.267,D13,38,8,10,38.58267717,187.992132,468.5196833,D
35,13454,2443,19.2,0.725,C13,57,0,4,13.77952756,62.992128,25.60313337,S
41,13457,3294,28,1.363,B13,91,0,4,16.14173228,91.86352,48.13389073,D
28,13462,4411,23.8,0.658,A13,57,0,3,11.02362205,78.083992,23.2370507,D
32,13487,2420,21.3,0.682,C13,58,0,3,12.5984252,69.881892,24.0846027,D
47,13488,3472,18.9,1.582,B13,66,0,5,18.50393701,62.007876,55.86780274,S
59,13488,3953,29.3,2.826,B13,11,0,6,23.22834646,96.128612,99.79924813,D
107,13488,4967,56.5,14.482,A13,11,0,11,42.12598425,185.36746,511.4270033,D
26,13491,1704,17.4,0.422,D13,36,0,3,10.23622047,57.086616,14.90278935,S
51,13491,3173,23.5,2.38,B13,114,0,5,20.07874016,77.09974,84.04890677,D
29,13493,4582,18,0.438,A13,56,0,3,11.41732283,59.05512,15.46782402,S
28,13496,4734,16.8,0.368,A13,34,0,3,11.02362205,55.118112,12.99579735,S
29,13497,1588,19.2,0.51,D13,63,0,3,11.41732283,62.992128,18.01048002,S
31,13500,4195,17.4,0.616,A13,97,0,3,12.20472441,57.086616,21.75383469,S
54,13501,1177,18.9,1.667,D13,107,0,5,21.25984252,62.007876,58.86954941,S
37,13502,1039,22.6,1.06,D13,108,0,4,14.56692913,74.146984,37.43354671,D
58,13502,1271,26.8,2.805,D13,85,0,6,22.83464567,87.926512,99.05764013,D
29,13502,4165,26.2,0.789,A13,98,0,3,11.41732283,85.958008,27.86327204,D
27,13505,2135,18,0.408,C13,103,0,3,10.62992126,59.05512,14.40838402,S
42,13506,3706,22.9,1.09,B13,39,0,4,16.53543307,75.131236,38.49298672,D
32,13511,2668,21.3,0.636,C13,36,0,3,12.5984252,69.881892,22.46012803,D
36,13513,2937,22.6,0.938,C13,12,0,4,14.17322835,74.146984,33.12515738,D
56,13514,3922,22.9,1.862,B13,12,0,6,22.04724409,75.131236,65.75590942,D
30,13515,3496,18,0.514,B13,67,0,3,11.81102362,59.05512,18.15173869,S
25,13517,2861,14.3,0.312,C13,13,0,3,9.842519685,46.916012,11.01817601,S
39,13520,2661,17.1,0.793,C13,35,0,4,15.35433071,56.102364,28.0045307,S
30,13521,1335,21.3,0.727,D13,86,0,3,11.81102362,69.881892,25.6737627,D
30,13524,2887,19.5,0.748,C13,14,0,3,11.81102362,63.97638,26.4153707,S
42,13529,2470,22.9,1.433,C13,59,0,4,16.53543307,75.131236,50.6059174,D
30,13531,4612,16.3,0.51,A13,33,12,3,11.81102362,53.477692,18.01048002,S
32,13536,2220,21.7,0.788,C13,78,0,3,12.5984252,71.194228,27.82795737,D
25,13540,4921,17.8,0.37,A13,12,0,3,9.842519685,58.398952,13.06642668,S
49,13541,1950,29.7,1.533,D13,12,0,5,19.29133858,97.440948,54.13738407,D
27,13546,3883,19.2,0.441,B13,14,0,3,10.62992126,62.992128,15.57376802,S
36,13548,2147,22.6,0.941,C13,102,0,4,14.17322835,74.146984,33.23110138,D
88,13550,3145,53.1,8.068,B13,115,0,9,34.64566929,174.212604,284.918731,D
25,13552,3581,20.4,0.356,B13,68,0,3,9.842519685,66.929136,12.57202135,D
27,13553,1483,20.4,0.573,D13,62,0,3,10.62992126,66.929136,20.23530403,D
30,13577,1852,20.6,0.58,D13,13,12,3,11.81102362,67.585304,20.48250669,D
37,13578,2044,26.2,1.348,C13,105,0,4,14.56692913,85.958008,47.60417073,D
31,13583,2385,24.4,0.684,C13,77,0,3,12.20472441,80.052496,24.15523203,D
40,13584,3483,18.9,0.878,B13,71,0,4,15.7480315,62.007876,31.00627737,S
29,13584,4834,17.4,0.458,A13,13,0,3,11.41732283,57.086616,16.17411735,S
28,13586,3497,25.9,0.662,B13,69,0,3,11.02362205,84.973756,23.37830936,D
39,13590,3935,22.9,1.046,B13,13,0,4,15.35433071,75.131236,36.93914138,D
32,13590,4387,17.4,0.533,A13,76,0,3,12.5984252,57.086616,18.82271736,S
90,13592,2421,43.1,8.594,C13,60,8,9,35.43307087,141.404204,303.4942457,D
31,13593,4833,20.1,0.684,A13,14,0,3,12.20472441,65.944884,24.15523203,D
60,13596,4078,31,3.431,A13,104,0,6,23.62204724,101.70604,121.1646215,D
32,13597,4115,16.8,0.513,A13,99,0,3,12.5984252,55.118112,18.11642402,S
53,13598,1853,20.1,1.871,D13,14,0,5,20.86614173,65.944884,66.07374142,D
105,13598,2138,47.6,11.972,C13,104,8,11,41.33858268,156.167984,422.7871899,D
44,13599,2189,19.8,1.156,C13,106,0,4,17.32283465,64.960632,40.82375472,S
46,13600,1663,32.4,1.946,D13,35,0,5,18.11023622,106.299216,68.72234142,D
28,13601,3445,24.4,0.693,B13,72,0,3,11.02362205,80.052496,24.47306403,D
38,13603,3801,18.9,0.782,B13,15,0,4,14.96062992,62.007876,27.61606937,S
48,13612,4354,33.8,2.461,A13,74,0,5,18.8976378,110.892392,86.90939478,D
66,13613,2877,47.9,5.785,C13,15,11,7,25.98425197,157.152236,204.2953469,D
40,13614,1592,23.8,1.017,D13,65,0,4,15.7480315,78.083992,35.91501605,D
67,13614,2375,25,3.998,C13,76,12,7,26.37795276,82.021,141.1880375,D
38,13618,4391,25.8,1.245,A13,75,0,4,14.96062992,84.645672,43.96676006,D
75,13622,4023,53.6,8.474,A13,103,0,8,29.52755906,175.853024,299.2564857,D
26,13622,4282,16.5,0.386,A13,73,0,3,10.23622047,54.13386,13.63146135,S
47,13625,3532,22.6,1.452,B13,70,0,5,18.50393701,74.146984,51.27689607,D
35,13626,3765,22.9,0.907,B13,38,0,4,13.77952756,75.131236,32.03040271,D
25,13627,1132,21.6,0.509,D13,115,0,3,9.842519685,70.866144,17.97516536,D
37,13627,3295,22.9,1.13,B13,90,0,4,14.56692913,75.131236,39.90557338,D
25,13633,1793,16.5,0.33,D13,33,0,3,9.842519685,54.13386,11.65384001,S
41,13633,4166,21,1.241,A13,100,0,4,16.14173228,68.89764,43.82550139,D
33,13635,2417,19.5,0.721,C13,62,0,3,12.99212598,63.97638,25.4618747,S
30,13636,3159,20.4,0.528,B13,117,0,3,11.81102362,66.929136,18.64614402,D
26,13637,2540,19.3,0.505,C13,61,0,3,10.23622047,63.320212,17.83390669,S
26,13642,2179,21.8,0.554,C13,107,12,3,10.23622047,71.522312,19.56432536,D
